description,effective_domain_size,goshv,intersection_size,intersections,name,native,p_value,parents,precision,query,query_size,recall,significant,source,term_size,source_order,group_id,neg_log10_p,gene_ratio
PIP3 activates AKT signaling,11056,41072,8,"[[], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], ['REAC'], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",PIP3 activates AKT signaling,REAC:R-HSA-1257604,8.771667556168538e-07,['REAC:R-HSA-9006925'],0.4444444444444444,query_1,18,0.0311284046692607,True,REAC,257,1748,97,6.056917836326191,0.4444444444444444
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]",20972,13427,8,"[[], ['ISS', 'IEA'], [], ['ISS', 'IEA'], [], [], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], [], [], [], [], ['IDA'], ['IEP'], [], [], ['IDA'], ['IEA']]",response to radiation,GO:0009314,9.235047385675161e-07,['GO:0009628'],0.47058823529411764,query_1,17,0.018518518518518517,True,GO:BP,432,3304,19,6.034560871822609,0.47058823529411764
"""A molecule that recognises toxic DNA structures, for example, double-strand breaks or collapsed replication forks, and initiates a signaling response."" [PMID:31995034]",20208,9372,4,"[['IEA'], ['IEA'], ['IEA'], ['IEA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA damage sensor activity,GO:0140612,9.27446405075662e-07,['GO:0140299'],0.2222222222222222,query_1,18,0.18181818181818182,True,GO:MF,22,9372,3,6.032711177834121,0.2222222222222222
PD-L1 expression and PD-1 checkpoint pathway in cancer,8716,39234,6,"[[], [], [], [], ['KEGG'], [], [], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG'], [], [], [], ['KEGG'], []]",PD-L1 expression and PD-1 checkpoint pathway in cancer,KEGG:05235,1.14440067298927e-06,['KEGG:00000'],0.3333333333333333,query_1,18,0.06666666666666667,True,KEGG,90,496,49,5.941421895470549,0.3333333333333333
"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",20972,17852,12,"[['IGI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], [], ['IMP'], ['IDA', 'IMP', 'IEP', 'ISS', 'IEA'], [], [], [], ['ISS', 'IEA'], ['ISS'], ['IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'ISS'], [], ['IMP'], ['IDA'], []]",cellular response to stress,GO:0033554,1.3318633599042643e-06,"['GO:0006950', 'GO:0051716']",0.7058823529411765,query_1,17,0.00646551724137931,True,GO:BP,1856,7729,19,5.875540328531727,0.7058823529411765
Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),11056,40846,4,"[['REAC'], ['REAC'], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha),REAC:R-HSA-5358565,1.5618947128151372e-06,['REAC:R-HSA-5358508'],0.2222222222222222,query_1,18,0.2857142857142857,True,REAC,14,1522,100,5.806348245224754,0.2222222222222222
Endocrine resistance,8716,38939,6,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], [], ['KEGG'], [], ['KEGG'], [], ['KEGG'], []]",Endocrine resistance,KEGG:01522,1.6918502944100115e-06,['KEGG:00000'],0.3333333333333333,query_1,18,0.0625,True,KEGG,96,201,50,5.771638068713121,0.3333333333333333
"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",20972,14188,14,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IMP', 'IEA'], ['IDA'], [], [], ['IDA', 'IMP'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'NAS'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'ISS', 'IEA']]",positive regulation of macromolecule metabolic process,GO:0010604,1.8646723214527457e-06,"['GO:0009893', 'GO:0043170', 'GO:0060255']",0.8235294117647058,query_1,17,0.004441624365482234,True,GO:BP,3152,4065,19,5.729397475645183,0.8235294117647058
RNA Polymerase II Transcription,11056,41287,13,"[['REAC'], [], ['REAC'], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], [], [], [], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",RNA Polymerase II Transcription,REAC:R-HSA-73857,1.9656817424695164e-06,['REAC:R-HSA-74160'],0.7222222222222222,query_1,18,0.009615384615384616,True,REAC,1352,1963,99,5.706486796106068,0.7222222222222222
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]",20972,12574,15,"[['IGI', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IGI', 'IBA', 'IEA'], ['IDA'], ['IMP'], ['IDA', 'IMP', 'IEP', 'ISS', 'IEA'], [], [], [], ['ISS', 'TAS', 'IEA'], ['IMP', 'ISS'], ['IDA', 'IMP', 'ISS', 'TAS', 'IEA'], ['IDA', 'ISS'], ['IDA'], ['IMP'], ['IDA'], ['ISS', 'IEA']]",response to stress,GO:0006950,2.0055350828492345e-06,['GO:0050896'],0.8823529411764706,query_1,17,0.0037650602409638554,True,GO:BP,3984,2451,19,5.6977697364973094,0.8823529411764706
"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]",20972,22128,15,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP'], ['IMP', 'IBA'], ['IMP', 'ISS', 'IEA'], ['IEA'], [], [], ['IGI', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'IBA', 'TAS', 'NAS'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'ISS'], ['IDA', 'IMP', 'ISS', 'IBA', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA']]",regulation of response to stimulus,GO:0048583,2.0726738002362226e-06,"['GO:0050789', 'GO:0050896']",0.8823529411764706,query_1,17,0.003756574004507889,True,GO:BP,3993,12005,19,5.683469042288513,0.8823529411764706
"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]",20972,19455,7,"[['IEA'], ['ISS', 'IEA'], ['IEA'], ['ISS', 'IEA'], [], ['IMP'], ['IEA'], [], [], [], [], [], [], [], [], [], [], ['ISS', 'IBA', 'IEA']]",B cell activation,GO:0042113,2.074516758046214e-06,['GO:0046649'],0.4117647058823529,query_1,17,0.024475524475524476,True,GO:BP,286,9332,19,5.683083052569112,0.4117647058823529
Mismatch Repair,11056,40844,4,"[['REAC'], ['REAC'], ['REAC'], ['REAC'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Mismatch Repair,REAC:R-HSA-5358508,2.1276973351862394e-06,['REAC:R-HSA-73894'],0.2222222222222222,query_1,18,0.26666666666666666,True,REAC,15,1520,100,5.672090150346495,0.2222222222222222
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",11056,41070,6,"[[], [], [], [], [], [], [], [], [], [], ['REAC'], [], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], ['REAC']]","PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",REAC:R-HSA-6811558,2.1319635945474827e-06,['REAC:R-HSA-199418'],0.3333333333333333,query_1,18,0.061855670103092786,True,REAC,97,1746,97,5.671220215603313,0.3333333333333333
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]",20972,13443,6,"[[], ['ISS', 'IEA'], [], ['ISS', 'IEA'], [], [], ['IDA', 'IEA'], [], [], [], [], [], ['IDA'], ['IEP'], [], [], ['IDA'], []]",response to UV,GO:0009411,2.1495006156109942e-06,['GO:0009416'],0.35294117647058826,query_1,17,0.039735099337748346,True,GO:BP,151,3320,19,5.667662426166226,0.35294117647058826
"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]",20972,22714,8,"[['IEA'], ['IDA', 'IEA'], ['IEA'], ['IDA', 'ISS', 'IEA'], [], [], ['IDA', 'IEA'], [], [], [], [], [], ['IDA'], ['IMP', 'ISS'], [], [], ['IDA'], []]",regulation of DNA metabolic process,GO:0051052,2.2997195754146948e-06,"['GO:0006259', 'GO:0019219', 'GO:0060255']",0.47058823529411764,query_1,17,0.016494845360824743,True,GO:BP,485,12591,19,5.638325118014992,0.47058823529411764
"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",20972,22261,15,"[['IBA', 'IEA'], ['ISS', 'IEA'], ['IBA', 'IEA'], ['ISS', 'IBA', 'IEA'], [], [], ['IMP', 'IEA'], ['IEA'], ['IBA', 'IEA'], [], ['TAS', 'IEA'], ['ISS', 'IEA'], ['IMP', 'ISS', 'TAS', 'IEA'], ['ISS'], ['IBA', 'NAS', 'IEA'], ['IBA'], ['IMP', 'IBA', 'IEA'], ['IDA', 'IEP', 'ISS', 'IEA']]",system development,GO:0048731,2.3118487694688597e-06,"['GO:0007275', 'GO:0048856']",0.8823529411764706,query_1,17,0.0037285607755406414,True,GO:BP,4023,12138,19,5.636040578873186,0.8823529411764706
Intracellular signaling by second messengers,11056,40641,8,"[[], [], [], [], [], [], ['REAC'], [], [], [], ['REAC'], ['REAC'], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",Intracellular signaling by second messengers,REAC:R-HSA-9006925,2.7409739820267793e-06,['REAC:R-HSA-162582'],0.4444444444444444,query_1,18,0.026936026936026935,True,REAC,297,1317,97,5.56209508686686,0.4444444444444444
"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]",20972,12725,6,"[[], [], [], [], [], [], [], [], [], [], ['TAS'], [], ['IDA', 'IMP'], [], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA']]",epidermal growth factor receptor signaling pathway,GO:0007173,3.1638257178761752e-06,['GO:0038127'],0.35294117647058826,query_1,17,0.037267080745341616,True,GO:BP,161,2602,19,5.499787448009175,0.35294117647058826
"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]",20972,22821,8,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], [], [], [], [], ['TAS'], [], ['TAS'], [], ['IEA'], [], [], []]",regulation of lymphocyte activation,GO:0051249,3.2095906915203433e-06,"['GO:0002694', 'GO:0046649']",0.47058823529411764,query_1,17,0.015810276679841896,True,GO:BP,506,12698,19,5.493550348202053,0.47058823529411764
"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]",20972,13515,10,"[[], ['ISS', 'IEA'], [], ['ISS', 'IEA'], [], [], ['IDA', 'IMP', 'IEP', 'ISS', 'IEA'], ['IEA'], [], [], ['ISS', 'IEA'], ['IMP'], ['IDA', 'TAS', 'IEA'], ['IDA', 'IEP'], [], [], ['IDA'], ['ISS', 'IEA']]",response to abiotic stimulus,GO:0009628,3.3147964901072117e-06,['GO:0050896'],0.5882352941176471,query_1,17,0.009025270758122744,True,GO:BP,1108,3392,19,5.4795431296834956,0.5882352941176471
"""Binding to a double-stranded DNA region containing an insertion or a deletion."" [GOC:vk]",20208,4109,3,"[[], ['IDA'], ['IDA'], ['IDA'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",DNA insertion or deletion binding,GO:0032135,3.444147947924543e-06,['GO:0030983'],0.16666666666666666,query_1,18,0.5,True,GO:MF,6,4109,4,5.462918201124544,0.16666666666666666
MAPK signaling pathway,8716,38988,8,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], [], [], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG']]",MAPK signaling pathway,KEGG:04010,3.868268996805775e-06,['KEGG:00000'],0.4444444444444444,query_1,18,0.02666666666666667,True,KEGG,300,250,51,5.4124833329948325,0.4444444444444444
"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]",20972,13136,6,"[[], [], [], [], [], [], [], [], [], [], ['TAS', 'IEA'], [], ['IMP', 'ISS', 'IEA'], [], ['IEA'], ['IEA'], ['IEA'], ['IEA']]",insulin receptor signaling pathway,GO:0008286,5.047670150174137e-06,"['GO:0007169', 'GO:0032869']",0.35294117647058826,query_1,17,0.034482758620689655,True,GO:BP,174,3013,19,5.296909032654506,0.35294117647058826
"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]",20972,23635,9,"[[], [], [], [], [], ['IDA', 'IBA'], ['IEA'], ['IEA'], ['IEA'], [], [], ['ISS'], ['TAS'], ['IMP'], ['IEA'], [], [], ['IEA']]",regulation of cell development,GO:0060284,5.2829768276692975e-06,"['GO:0045595', 'GO:0048468']",0.5294117647058824,query_1,17,0.011029411764705883,True,GO:BP,816,13512,19,5.277121294222662,0.5294117647058824
"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",20972,13715,14,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IEA'], [], ['IDA', 'IMP', 'IGI', 'ISS', 'IEA'], ['IMP', 'IEA'], ['IDA'], [], [], ['IDA', 'IMP'], ['IDA', 'IMP', 'ISS', 'NAS', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'NAS'], ['IDA', 'IMP', 'IEA'], ['IDA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'ISS', 'IEA']]",positive regulation of metabolic process,GO:0009893,5.4003265647310165e-06,"['GO:0008152', 'GO:0019222', 'GO:0048522']",0.8235294117647058,query_1,17,0.004105571847507331,True,GO:BP,3410,3592,19,5.267579977033995,0.8235294117647058
"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]",20972,19212,6,"[[], [], [], [], [], [], [], [], [], [], ['TAS'], [], ['IDA', 'IMP'], [], ['IDA', 'IBA', 'IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA']]",ERBB signaling pathway,GO:0038127,5.98410997051868e-06,['GO:0007169'],0.35294117647058826,query_1,17,0.0335195530726257,True,GO:BP,179,9089,19,5.223000434002119,0.35294117647058826
"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]",20972,14210,10,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA'], [], ['IDA', 'IMP', 'ISS', 'IEA'], ['IMP', 'IEA'], [], [], [], [], ['IMP', 'ISS', 'IEA'], ['IDA', 'IGI', 'NAS'], ['IMP', 'IEA'], [], [], ['IDA', 'ISS', 'IEA']]",positive regulation of gene expression,GO:0010628,6.2980090770450675e-06,"['GO:0010467', 'GO:0010468', 'GO:0010557']",0.5882352941176471,query_1,17,0.008445945945945946,True,GO:BP,1184,4087,19,5.200796717769379,0.5882352941176471
"""Binding to a macromolecular complex."" [GOC:jl]",20208,5458,10,"[['IDA'], ['IDA'], ['IDA'], ['IDA'], [], [], ['IPI'], ['IDA'], [], [], [], ['IPI'], ['IDA'], ['IDA', 'IPI'], [], [], ['IDA'], []]",protein-containing complex binding,GO:0044877,6.472851252176362e-06,['GO:0005488'],0.5555555555555556,query_1,18,0.007987220447284345,True,GO:MF,1252,5458,5,5.188904373068778,0.5555555555555556
MicroRNAs in cancer,8716,39212,8,"[[], [], [], [], [], [], ['KEGG'], ['KEGG'], [], [], ['KEGG'], ['KEGG'], [], ['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], []]",MicroRNAs in cancer,KEGG:05206,6.864565184453228e-06,['KEGG:00000'],0.4444444444444444,query_1,18,0.02476780185758514,True,KEGG,323,474,52,5.163386966653471,0.4444444444444444
Mismatch repair,8716,38984,4,"[['KEGG'], ['KEGG'], ['KEGG'], ['KEGG'], [], [], [], [], [], [], [], [], [], [], [], [], [], []]",Mismatch repair,KEGG:03430,7.316183271861135e-06,['KEGG:00000'],0.2222222222222222,query_1,18,0.17391304347826086,True,KEGG,23,246,53,5.135715423895314,0.2222222222222222
"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]",20972,19463,11,"[[], [], [], [], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IMP', 'IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IEA'], [], [], ['IEA'], ['IDA', 'IMP', 'ISS', 'IEA'], ['IDA', 'IMP'], ['IDA', 'IMP', 'ISS', 'IBA'], ['IDA', 'IBA', 'IEA'], [], ['IDA', 'IMP', 'IBA', 'IEA'], ['IBA', 'TAS', 'IEA']]",regulation of cell population proliferation,GO:0042127,7.528883050165923e-06,"['GO:0008283', 'GO:0050794']",0.6470588235294118,query_1,17,0.006711409395973154,True,GO:BP,1639,9340,19,5.123269448916193,0.6470588235294118
Rap1 signaling pathway,8716,38993,7,"[[], [], [], [], [], [], [], ['KEGG'], ['KEGG'], [], ['KEGG'], [], ['KEGG'], [], [], ['KEGG'], ['KEGG'], ['KEGG']]",Rap1 signaling pathway,KEGG:04015,7.689791382561523e-06,['KEGG:00000'],0.3888888888888889,query_1,18,0.0330188679245283,True,KEGG,212,255,54,5.114085442075203,0.3888888888888889
"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]",20972,11289,8,"[['IEA'], [], ['IEA'], ['IEA'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], [], [], [], [], ['TAS'], [], ['TAS'], [], ['IEA'], [], [], []]",regulation of leukocyte activation,GO:0002694,8.395516880180497e-06,"['GO:0002682', 'GO:0045321', 'GO:0050865']",0.47058823529411764,query_1,17,0.013986013986013986,True,GO:BP,572,1166,19,5.075952560836246,0.47058823529411764
"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]",20972,22080,16,"[['IEA'], ['IDA', 'IEA'], [], ['IDA', 'ISS', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IBA', 'IEA'], ['IDA', 'IMP', 'IGI', 'ISS', 'NAS', 'IEA'], ['IEA'], ['IMP', 'IEA'], [], ['IMP', 'ISS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS', 'TAS', 'NAS', 'IEA'], ['IDA', 'IMP', 'ISS'], ['IBA', 'IEA'], ['IDA', 'IMP', 'NAS'], ['IDA', 'IMP', 'IBA', 'TAS', 'IEA'], ['IEA']]",negative regulation of cellular process,GO:0048523,9.551849374834102e-06,"['GO:0009987', 'GO:0048519', 'GO:0050794']",0.9411764705882353,query_1,17,0.0029038112522686023,True,GO:BP,5510,11957,19,5.019912534643743,0.9411764705882353
Gene expression (Transcription),11056,40415,13,"[['REAC'], [], ['REAC'], ['REAC'], [], ['REAC'], ['REAC'], ['REAC'], [], [], [], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC'], ['REAC']]",Gene expression (Transcription),REAC:R-HSA-74160,9.756144734007276e-06,['REAC:0000000'],0.7222222222222222,query_1,18,0.008447043534762833,True,REAC,1539,1091,99,5.010721765480647,0.7222222222222222
